"year","sex","age","deaths"
1997,"male",55,1169.08259264202
1997,"male",60,1320.3875010944
1997,"male",65,1438.40532968725
1997,"male",70,1451.51842175312
1997,"male",75,1410.16174677614
1997,"male",80,1120.66502193726
1997,"male",85,2073.32007366462
1998,"male",0,1346.78882584677
1998,"male",1,347.109501024453
1998,"male",5,178.599946748047
1998,"male",10,167.500515029242
1998,"male",15,332.982951564156
1998,"male",20,497.456348851905
1998,"male",25,606.18127489208
1998,"male",30,649.821275173686
1998,"male",35,784.023495046512
1998,"male",40,823.069864204935
1998,"male",45,929.616270006373
1998,"male",50,976.749991254856
1998,"male",55,1205.38460613414
1998,"male",60,1251.20866648349
1998,"male",65,1508.70696569824
1998,"male",70,1490.35096806139
1998,"male",75,1462.09786914079
1998,"male",80,1167.93844943309
1998,"male",85,2135.00133474205
1999,"male",0,1364.89926933425
1999,"male",1,319.182312636394
1999,"male",5,123.846764839989
1999,"male",10,153.046408582751
1999,"male",15,320.189196903386
1999,"male",20,460.146110015243
1999,"male",25,579.965337787265
1999,"male",30,597.082370326126
1999,"male",35,742.073704772942
1999,"male",40,881.023733617807
1999,"male",45,926.333525632438
1999,"male",50,980.705276049994
1999,"male",55,1202.21981478819
1999,"male",60,1391.51405698264
1999,"male",65,1507.30574768669
1999,"male",70,1473.07168260897
1999,"male",75,1617.0561327888
1999,"male",80,1186.10966651632
1999,"male",85,2017.79607105153
2000,"male",0,1271.08479468522
2000,"male",1,260.657927017793
2000,"male",5,145.928183079459
2000,"male",10,165.049807069182
2000,"male",15,339.157225501916
2000,"male",20,433.75894418791
2000,"male",25,556.539898227179
2000,"male",30,635.039196711302
2000,"male",35,800.089003780484
2000,"male",40,827.261837871142
2000,"male",45,911.799543930967
2000,"male",50,1012.43967019266
2000,"male",55,1206.67511387774
2000,"male",60,1349.58409316934
2000,"male",65,1487.46106614787
2000,"male",70,1525.70431412731
2000,"male",75,1519.66590655161
2000,"male",80,1233.84794796839
2000,"male",85,1997.70650629467
2001,"male",0,1134.97042038743
2001,"male",1,272.260927588288
2001,"male",5,149.239323270617
2001,"male",10,160.331435135325
2001,"male",15,316.62937504712
2001,"male",20,431.58398891773
2001,"male",25,563.680957488344
2001,"male",30,629.225254870709
2001,"male",35,769.389213888383
2001,"male",40,862.159604029578
2001,"male",45,943.837882306064
2001,"male",50,1077.95159848844
2001,"male",55,1229.20766937082
2001,"male",60,1408.69820681792
2001,"male",65,1574.07151098266
2001,"male",70,1713.22709619445
2001,"male",75,1628.52369650031
2001,"male",80,1402.64796398262
2001,"male",85,2089.78974179154
2002,"male",0,1220.70204150291
2002,"male",1,276.065507923284
2002,"male",5,131.987523861132
2002,"male",10,167.251366114106
2002,"male",15,317.374580276768
2002,"male",20,469.512871139599
2002,"male",25,542.055632345718
2002,"male",30,628.703930453025
2002,"male",35,754.646224213648
2002,"male",40,904.446568132305
2002,"male",45,1019.628810286
2002,"male",50,1066.98311273999
2002,"male",55,1239.27217060452
2002,"male",60,1449.84768577228
2002,"male",65,1650.34781743919
2002,"male",70,1790.395648101
2002,"male",75,1709.79258009421
2002,"male",80,1382.34261631659
2002,"male",85,2180.31298958389
2003,"male",0,1194.81820554107
2003,"male",1,262.024490340943
2003,"male",5,133.027818173094
2003,"male",10,168.30034571899
2003,"male",15,287.219152873726
2003,"male",20,473.659655616319
2003,"male",25,562.344867731715
2003,"male",30,680.25588838514
2003,"male",35,769.948887001847
2003,"male",40,892.898840161828
2003,"male",45,1068.25369139
2003,"male",50,1145.46463556293
2003,"male",55,1339.34826024274
2003,"male",60,1521.75761698009
2003,"male",65,1775.71981531054
2003,"male",70,1963.16810455445
2003,"male",75,1800.43701152214
2003,"male",80,1598.34939107975
2003,"male",85,2393.49294061438
2004,"male",0,1022.2742222809
2004,"male",1,219.432403973768
2004,"male",5,115.755625949465
2004,"male",10,167.090729631402
2004,"male",15,291.905491524738
2004,"male",20,471.075069081301
2004,"male",25,539.52187399055
2004,"male",30,685.474619752919
2004,"male",35,767.00684324776
2004,"male",40,828.407653533998
2004,"male",45,1017.64293769486
2004,"male",50,1173.66139006153
2004,"male",55,1297.46958129444
2004,"male",60,1484.69172413444
2004,"male",65,1741.45973135441
2004,"male",70,1977.91134774521
2004,"male",75,1862.68414282917
2004,"male",80,1715.19640537294
2004,"male",85,2311.08623634758
2005,"male",0,1083.10158208284
2005,"male",1,233.844725621576
2005,"male",5,112.890557196623
2005,"male",10,150.18475912765
2005,"male",15,339.67962299341
2005,"male",20,462.649694225446
2005,"male",25,528.166535455629
2005,"male",30,693.470565636399
2005,"male",35,762.011261077206
2005,"male",40,927.315291257975
2005,"male",45,1041.21379985814
2005,"male",50,1248.85178898764
2005,"male",55,1382.90932565863
2005,"male",60,1424.23533320382
2005,"male",65,1812.29662356722
2005,"male",70,1914.09971532489
2005,"male",75,1882.85322181511
2005,"male",80,1929.218986378
2005,"male",85,2621.68160061086
2006,"male",0,1019.71361142277
2006,"male",1,216.211465932835
2006,"male",5,132.743783735508
2006,"male",10,158.890286592502
2006,"male",15,314.763669009197
2006,"male",20,381.135560876951
2006,"male",25,550.082194722143
2006,"male",30,654.668206150119
2006,"male",35,753.220409226481
2006,"male",40,866.857133181878
2006,"male",45,1054.91082680718
2006,"male",50,1182.62643691634
2006,"male",55,1326.43220262981
2006,"male",60,1538.62112966157
2006,"male",65,1798.07488878097
2006,"male",70,1978.08350460412
2006,"male",75,2000.20746856004
2006,"male",80,1918.75105581325
